task,split_name,split_fold,model,mode,calibration_method,intervention_id,seed,accuracy__k1_shuffle,accuracy__k2_shuffle,accuracy__k3_shuffle,accuracy__matched_negative_replacement,accuracy__motif_disruption,accuracy__motif_preserving_flank_shuffle,accuracy__original,accuracy__reverse_complement,auprc__k1_shuffle,auprc__k2_shuffle,auprc__k3_shuffle,auprc__matched_negative_replacement,auprc__motif_disruption,auprc__motif_preserving_flank_shuffle,auprc__original,auprc__reverse_complement,auroc__k1_shuffle,auroc__k2_shuffle,auroc__k3_shuffle,auroc__matched_negative_replacement,auroc__motif_disruption,auroc__motif_preserving_flank_shuffle,auroc__original,auroc__reverse_complement,brier__k1_shuffle,brier__k2_shuffle,brier__k3_shuffle,brier__matched_negative_replacement,brier__motif_disruption,brier__motif_preserving_flank_shuffle,brier__original,brier__reverse_complement,calibration_shift__k1_shuffle,calibration_shift__k2_shuffle,calibration_shift__k3_shuffle,calibration_shift__matched_negative_replacement,calibration_shift__motif_disruption,calibration_shift__motif_preserving_flank_shuffle,calibration_shift__reverse_complement,ece__k1_shuffle,ece__k2_shuffle,ece__k3_shuffle,ece__matched_negative_replacement,ece__motif_disruption,ece__motif_preserving_flank_shuffle,ece__original,ece__reverse_complement,flip_rate__k1_shuffle,flip_rate__k2_shuffle,flip_rate__k3_shuffle,flip_rate__matched_negative_replacement,flip_rate__motif_disruption,flip_rate__motif_preserving_flank_shuffle,flip_rate__reverse_complement,mcc__k1_shuffle,mcc__k2_shuffle,mcc__k3_shuffle,mcc__matched_negative_replacement,mcc__motif_disruption,mcc__motif_preserving_flank_shuffle,mcc__original,mcc__reverse_complement,mean_abs_delta__k1_shuffle,mean_abs_delta__k2_shuffle,mean_abs_delta__k3_shuffle,mean_abs_delta__matched_negative_replacement,mean_abs_delta__motif_disruption,mean_abs_delta__motif_preserving_flank_shuffle,mean_abs_delta__reverse_complement,positive_prob_drop__k1_shuffle,positive_prob_drop__k2_shuffle,positive_prob_drop__k3_shuffle,positive_prob_drop__matched_negative_replacement,positive_prob_drop__motif_disruption,positive_prob_drop__motif_preserving_flank_shuffle,positive_prob_drop__reverse_complement
human_enhancers_cohn,chromosome_5fold_cv,D,dnabert2,frozen,none,standard,42,0.6462132589573053,0.6856897661446042,0.7022098262175499,0.6065222055352929,0.7500536365586784,0.6434241579060288,0.7494099978545377,0.751770006436387,0.7570050277894296,0.7908641633423787,0.8030658440821772,0.7370443697093101,0.8607076470023494,0.7511852987386238,0.8603862979611792,0.8599186382033702,0.6901280958843903,0.7385983513897754,0.7565459579394684,0.6568808638878365,0.8215531308387647,0.6809811798139483,0.8210686804633582,0.8238896795574077,0.222308939411233,0.2026800952991685,0.1973795115232149,0.2582179487111768,0.1689680467402602,0.2271736268372506,0.1692408154652226,0.1676849391505312,0.040262377673667,-0.0028673087640864,0.0158928627369036,0.1173719210154231,-0.0013016389100581,0.0554619870238091,-0.0003561017082956,0.0683703243751443,0.0252406379373908,0.0440008094383809,0.1454798677169004,0.0268063077914191,0.0835699337252864,0.0281079467014773,0.0277518449931816,0.285561038403776,0.2293499249088178,0.2076807552027462,0.1926625187727955,0.0143745977258099,0.2883501394550525,0.1070585711220768,0.2421457427876437,0.3383942491129283,0.3723226808899303,0.2338319122603874,0.4830781305269199,0.2345998015481666,0.4821896510146298,0.488100679517483,0.1809130706712816,0.1492034164890725,0.1391265859889507,0.1196905859746207,0.0080106369546908,0.1836728994858129,0.0655530982381376,-0.014912474065737,0.0039560042900014,-0.0268690704027776,0.1608686133145205,-0.0008510221654851,-0.0235354779580864,-0.0015732340565622
human_enhancers_cohn,chromosome_5fold_cv,D,kmer_logistic_regression,frozen,none,standard,2026,0.567045698347994,0.5835657584209397,0.6022312808410213,0.5640420510620039,0.658656940570693,0.5717657155116928,0.6620896803261103,0.6522205535292855,0.6498416826848274,0.7067297678853295,0.7125378522926189,0.6886884144555964,0.7783637800887078,0.6644883849639492,0.7800646588745243,0.7676681789089881,0.5727394180300485,0.6304417239379919,0.6419845362681735,0.60891534689491,0.7208564703419671,0.5849452921851992,0.7219861593191377,0.7043555786119804,0.3650726396524227,0.3289583358451725,0.317759119259259,0.345626692717398,0.2629494635817673,0.3564375678877149,0.2605948008829764,0.2742902569695622,0.1232998577445555,0.0753363981818296,0.0639463661918535,0.092533945392069,0.0007655416789565,0.1146047197233688,0.013252254846238,0.3359765348752717,0.2880130753125458,0.2766230433225697,0.3052106225227852,0.2134422188096726,0.3272813968540849,0.2126766771307161,0.2259289319769541,0.452907101480369,0.4123578631195022,0.3902596009440034,0.18214975327183,0.0364728599013087,0.4413216048058356,0.3424157906028749,0.0917823565862126,0.1750600280494218,0.2026435205575401,0.1536062434908364,0.3128981240674301,0.1004746874734445,0.3181645875152027,0.2958862148895486,0.4119573791151098,0.3681243215529681,0.3527124772899745,0.1594622815631683,0.0337264574640991,0.4018375092936813,0.3108967875522849,-0.0092711918858811,0.1043632035846573,0.071292755842135,0.1517683755384362,0.0089268599002969,-0.0181400475717457,0.0070483385688607
human_enhancers_cohn,chromosome_5fold_cv,D,small_cnn,full,none,standard,2026,0.653507830937567,0.6706715297146535,0.6711006221840806,0.6105985839948509,0.6856897661446042,0.6595151255095473,0.6846170349710362,0.6807552027461918,0.7708340361424955,0.7882371049529656,0.7884872177060509,0.7140538282518567,0.8057810881864162,0.7814172228820911,0.8057380654557218,0.8052384009084498,0.7029767437274579,0.7239939264522799,0.7257533061131002,0.6409907967701287,0.7451693376852335,0.7122156200452862,0.7449909158444283,0.7434502498853814,0.2148730493387754,0.2070551714583775,0.2070705606619927,0.2338656740398537,0.2010261095157608,0.2126956223872628,0.2010273725005937,0.201565137001665,0.0089903273754584,-0.0144877438796126,-0.0057913622207663,0.0393551717744291,0.0006911997643184,0.0123315560308758,0.002553905886505,0.0405980039598143,0.0171199327047432,0.0258163143635895,0.070962848358785,0.0322988763486743,0.0439392326152317,0.0316076765843559,0.0341615824708609,0.1752842737609955,0.1551169276979189,0.1499678180647929,0.1409568762068225,0.0087963956232568,0.1589787599227633,0.0999785453765286,0.2728437074515634,0.3070023710099834,0.3059442093712306,0.1877565291902831,0.3359610108672083,0.2794066280540796,0.3336576960517095,0.324891269711727,0.0935868918895721,0.0845210254192352,0.0806764662265777,0.0779724270105362,0.0050886631943285,0.0878957957029342,0.0559623911976814,0.0361208319664001,0.027470588684082,0.0174120068550109,0.0776298642158508,-0.0007336735725402,0.0124257206916809,-0.0007270574569702
human_enhancers_cohn,chromosome_5fold_cv,D,small_cnn_rc_aug,full,none,standard,2026,0.6517914610598584,0.6580133018665523,0.6644496889079596,0.5760566402059644,0.6846170349710362,0.6569405706929844,0.6831152113280412,0.6899806908388758,0.7751469542464743,0.7949645784512817,0.7955668529158583,0.7204656098587137,0.82172131059038,0.7815073019157793,0.8214102474974772,0.8226942788169063,0.7076557190362263,0.7355966551498309,0.7389468522860559,0.6453243997271151,0.7652812333973831,0.7117055724876176,0.7647546898778124,0.7680979662943888,0.2219087121980992,0.2175245976093787,0.2113027517823985,0.2585994675730176,0.1996859774094685,0.2181109414176569,0.1999760671029673,0.1988263412538665,0.0008106751503721,0.0319835961846495,0.0076920462780642,0.0677862391802942,-0.0004155365704237,-0.0166737974486082,0.0007603493701155,0.0817841934565693,0.1129571144908468,0.0886655645842614,0.1487597574864915,0.0805579817357735,0.0642997208575889,0.0809735183061972,0.0817338676763128,0.1995279982836301,0.1877279553743832,0.1675606093113066,0.1795751984552671,0.0109418579703926,0.1896588714868054,0.0965458056211113,0.2974799612275406,0.3349953910675844,0.3344720074368918,0.1929194272401675,0.3729024283960758,0.2995137501133539,0.3693488891371198,0.3857683281955338,0.1149952784180641,0.1059251725673675,0.0950634852051734,0.0953377112746238,0.0059825172647833,0.1128668785095214,0.0584390349686145,0.0098500251770019,0.0451196432113647,0.0185381174087524,0.1069833040237426,-0.0004310011863708,-0.0093531012535095,-0.0006296038627624
human_enhancers_cohn,chromosome_5fold_cv,E,caduceus_ph,frozen,none,standard,2026,0.6767488175255165,0.6997759522031367,0.6975354742345033,0.6441374159820762,0.723176499875529,0.6763754045307443,0.7236743838685586,0.7208115509086382,0.8107939284622596,0.8159894826866168,0.816887082381941,0.7408999981948226,0.831072608431901,0.8109482943496664,0.8310889101993507,0.8305408110269494,0.7803640702404359,0.7862406638351356,0.7866888484439929,0.7086517546905027,0.8071066883515017,0.7808032649365372,0.8071387149156949,0.8061499493724322,0.2089317828012853,0.1927930032105816,0.19304560000094,0.2176491443604725,0.1799251729076787,0.209430882489983,0.1798775351683278,0.1801877128018193,0.1011077824693998,0.0310603811297701,0.0359732941358251,0.0115251181790291,-0.0009238532986663,0.1031505388934531,-0.0041151593412321,0.1326903550201279,0.0626429536804982,0.0675558666865532,0.0431076907297572,0.0306587192520617,0.1347331114441812,0.0315825725507281,0.0274674132094959,0.1843415484192183,0.1092855364700024,0.1120238984316654,0.1472491909385113,0.0059746079163554,0.1879512073686831,0.049663928304705,0.3606499630924649,0.3943081041754879,0.3902062301258436,0.2914057467490981,0.4403651355577245,0.3606924208657692,0.4414119258393426,0.4354437113040135,0.1158453228096556,0.0551024171378349,0.0555458072612574,0.0743591391008815,0.0023810074355678,0.1178363871711705,0.024871189261406,-0.100315836809099,-0.0275357555796073,-0.0331630505599142,0.0885032649426317,-0.0003755378148913,-0.1020557474491856,-0.0003501365663521
human_enhancers_cohn,chromosome_5fold_cv,E,dnabert2,frozen,none,standard,42,0.6675379636544685,0.7106049290515309,0.723798854866816,0.6528503858600946,0.7692307692307693,0.6646751306945482,0.7699775952203136,0.7739606671645507,0.7669239689216323,0.8055820224461462,0.823306328282264,0.7537821721161406,0.8674106936386431,0.7738787766509826,0.8668604717122195,0.8691825216822113,0.7365857547465647,0.7843337410217148,0.8046627431108081,0.7119442790224194,0.853154020367022,0.7451219890581524,0.8527951730161776,0.8557274453233819,0.2106750763012169,0.1896616091533651,0.1848279452489444,0.2295643736209687,0.1554432547328031,0.2108247319174895,0.1556427922562795,0.1541050555741635,0.0479666655713566,0.0233531112631295,0.0548990228969651,0.0841055110205402,-0.0008066573225052,0.0671529017297622,0.0017880747670683,0.0645372180216609,0.0399236637134338,0.0714695753472694,0.1006760634708445,0.015763895127799,0.0837234541800665,0.0165705524503043,0.0183586272173726,0.2679860592481952,0.2264127458302215,0.2020164301717699,0.160941000746826,0.0107045058501369,0.2681105302464526,0.0858849887976101,0.3283082647154623,0.4142539873313958,0.4462253437186611,0.315318673315938,0.5335918580672934,0.3257659662242225,0.5351132952143668,0.5431838846732809,0.1803249382534403,0.153664717686725,0.1432923956712289,0.1051891212337484,0.0081707501492846,0.1777568015980342,0.0620451421518938,0.0381002474113526,0.0327072475115785,-0.0074941304249679,0.1509758445377018,0.001396072092791,0.0155186935738009,-0.002772764524664
human_enhancers_cohn,chromosome_5fold_cv,E,kmer_logistic_regression,frozen,none,standard,2026,0.5898680607418472,0.6234752302713468,0.6463778939507094,0.6016928055763007,0.6863330843913368,0.5974607916355489,0.6863330843913368,0.6840926064227035,0.681550115706468,0.7217448445709488,0.7399122365159144,0.6901004635097016,0.778879785072457,0.6761098651540076,0.7802691012853951,0.7758697129745755,0.6399929504100804,0.6772181813743616,0.7037764438439793,0.6463437306876852,0.7507145263817419,0.6375515023673749,0.7522006089042714,0.746156141174843,0.3533058540790564,0.298589345678714,0.2801546820175675,0.3185859261951582,0.2465249808248346,0.3499868037914043,0.2452697976996406,0.2492084712223128,0.1344822191939415,0.0613314841642464,0.0385301010908077,0.0776890274743868,-0.000215259542969,0.1259590510030218,0.0030864115507737,0.330745068081426,0.2575943330517309,0.2347929499782922,0.2739518763618713,0.1960475893445154,0.3222218998905063,0.1962628488874844,0.1993492604382581,0.4148618371919342,0.3877271595718197,0.3658202638785163,0.1538461538461538,0.0403286034353995,0.4144884241971621,0.3263629574309186,0.158620105571825,0.2429298400998025,0.2863764442700544,0.2092053674528015,0.368004508976928,0.1758073553325034,0.3666311895674694,0.3620378481843412,0.3871352350694509,0.3522578397411828,0.3345128733225934,0.1360042127331842,0.0326186239693632,0.3878994799865963,0.3026039026003494,-0.0792715871933928,0.0728151112863469,0.0329964064537133,0.1439178905825379,0.0099817590936711,-0.0813010580509504,-0.0011542671445543
human_enhancers_cohn,chromosome_5fold_cv,E,small_cnn,full,none,standard,2026,0.6930545182972367,0.702638785163057,0.6990291262135923,0.644386357978591,0.7149614139905403,0.6949215832710979,0.7167040079661439,0.7140901170027384,0.7968389077253796,0.8054312623324345,0.8077425403374541,0.7342296101111909,0.8201610493752407,0.7968501029771491,0.8202465790951013,0.8205122769498555,0.7648768853298545,0.7764101318064799,0.7782053050099472,0.7024185924381224,0.7918810225001909,0.7663674315937873,0.7919210400979451,0.7925427799669532,0.1964578390216,0.19252478110774,0.1917566322180795,0.2180836161085826,0.186980097989716,0.1960155267343893,0.1868864417546844,0.1866779581059378,-0.0212298542806423,-0.013506431803979,-0.0090056817226514,-0.0046923288169906,8.788179417940079e-05,-0.0182825817467117,0.0001682247099426,0.0180065043739842,0.0257299268506476,0.0302306769319752,0.034544029837636,0.039324240448806,0.0209537769079149,0.0392363586546266,0.0394045833645693,0.1593228777694797,0.1492407269106298,0.1406522280308688,0.1308190191685337,0.0069703759024147,0.1522280308688075,0.086756285785412,0.3804511669361851,0.3983835409994819,0.390379665365845,0.2860381505642506,0.4228610647798462,0.3822731443993398,0.4264355225914165,0.4211038492078306,0.0828514322638511,0.0769146382808685,0.0746717229485511,0.0667336881160736,0.003084848402068,0.0791454389691352,0.0447762534022331,0.0330230593681335,0.0193745493888854,0.0086978077888488,0.073922574520111,-0.0011748671531677,0.0205108523368835,3.451108932495117e-05
human_enhancers_cohn,chromosome_5fold_cv,E,small_cnn_rc_aug,full,none,standard,2026,0.6655464276823501,0.7006472491909385,0.7041324371421459,0.6527259148618372,0.7219317898929549,0.6700273836196167,0.7214339058999253,0.7236743838685586,0.7916081556970886,0.8054961776621157,0.8171541821916023,0.7425092970407671,0.837522333310583,0.7955513697761086,0.8375407415691951,0.8325773308916247,0.7592992375492674,0.7822773921237002,0.794506326744747,0.7095964446892808,0.8152971856016809,0.7673749885519079,0.8150611067469109,0.8117944908441171,0.2074611754346534,0.1935280084856928,0.191691628615396,0.2154049105487428,0.1839903039218382,0.2072409880748364,0.1839438226723877,0.1852841634000749,0.0076336290122547,-0.0198501305956507,-0.0037154826811587,-0.0560975342938889,0.0004728321994096,0.019572832407177,-0.0003053451971032,0.0859462647224232,0.0584625051145177,0.0745971530290097,0.0222151014162795,0.078785467909578,0.0978854681173455,0.0783126357101684,0.0780072905130652,0.179362708488922,0.1636793627084889,0.1487428429176002,0.1100323624595469,0.0084640278815036,0.1696539706248444,0.091361712720936,0.3321834184958026,0.3964561743728818,0.4083794637453622,0.2945326854572752,0.4463063039612802,0.3461177625373728,0.4451738054200602,0.4492082183048859,0.0923989936709404,0.0865142196416854,0.0795544534921646,0.0634017586708068,0.0037629958242177,0.0909453257918357,0.0473767705261707,0.0062825679779052,0.0348737835884094,0.0124962925910949,0.0788869857788086,-0.0002693533897399,-0.0107256770133972,1.9073486328125e-05
human_enhancers_cohn,chromosome_chr1_chr2_holdout,A,kmer_logistic_regression,frozen,none,standard,-1,0.6235,0.6235,,,,,0.6235,0.6235,,,,,,,,,0.6869750000000001,0.6869750000000001,,,,,0.6869750000000001,0.6869750000000001,0.4254472211168774,0.3817807807430199,,,,,0.3347911351781911,0.3237534162401304,0.0963087206351825,0.0442869000982519,,,,,-0.0114690688135337,0.4144494603420051,0.3624276398050745,,,,,0.3181407397068225,0.3066716708932888,0.444,0.4355,,,,,0.3735,,,,,,,,,0.4351403646945209,0.4242221340585282,,,,,0.3622616513025858,-0.0606059496113583,0.1256083039000757,,,,,0.0006108221791323
human_enhancers_cohn,chromosome_chr1_chr2_holdout,A,kmer_logistic_regression,frozen,none,standard,42,0.6235,0.6235,,,,,0.6235,0.6235,,,,,,,,,0.6869750000000001,0.6869750000000001,,,,,0.6869750000000001,0.6869750000000001,0.4254472211168774,0.3817807807430199,,,,,0.3347911351781911,0.3237534162401304,0.0963087206351825,0.0442869000982519,,,,,-0.0114690688135337,0.4144494603420051,0.3624276398050745,,,,,0.3181407397068225,0.3066716708932888,0.444,0.4355,,,,,0.3735,,,,,,,,,0.4351403646945209,0.4242221340585282,,,,,0.3622616513025858,-0.0606059496113583,0.1256083039000757,,,,,0.0006108221791323
human_enhancers_cohn,chromosome_chr1_chr2_holdout,A,small_cnn,full,none,standard,-1,0.603,0.603,,,,,0.603,0.603,,,,,,,,,0.6723289999999998,0.6723289999999998,,,,,0.6723289999999998,0.6723289999999998,0.2378807826617062,0.233767191084624,,,,,0.2344348471475057,0.2343861324243192,0.0008753013461828,-0.0105276739448309,,,,,-0.0030294508785009,0.0859324765205383,0.0745295012295246,,,,,0.0850571751743555,0.0820277242958545,0.126,0.1275,,,,,0.0425,,,,,,,,,0.0607040263712406,0.0578648224472999,,,,,0.0197018776088953,0.0048069357872009,0.0159721970558166,,,,,0.0014029741287231
human_enhancers_cohn,chromosome_chr1_chr2_holdout,A,small_cnn,full,none,standard,11,0.607,0.607,,,,,0.607,0.607,,,,,,,,,0.673486,0.673486,,,,,0.673486,0.673486,0.2424373903625691,0.2369173628042039,,,,,0.2346364079684636,0.234903395324462,0.0171074254140257,0.0083117046505212,,,,,-0.0021483924910426,0.0958962789997458,0.0871005582362413,,,,,0.07878885358572,0.0766404610946774,0.161,0.149,,,,,0.062,,,,,,,,,0.0800219699740409,0.0714310109615325,,,,,0.0322568453848362,0.0123176574707031,0.0026226043701171,,,,,0.0023105144500732
human_enhancers_cohn,chromosome_chr1_chr2_holdout,A,small_cnn,full,none,standard,23,0.6095,0.6095,,,,,0.6095,0.6095,,,,,,,,,0.6729779999999999,0.6729779999999999,,,,,0.6729779999999999,0.6729779999999999,0.2376628770371853,0.234142249023474,,,,,0.2309200783246076,0.230045307684557,0.0173636303693056,0.00076450432837,,,,,-0.0019208914898335,0.0828110652118921,0.0662119391709566,,,,,0.0654474348425865,0.0635265433527529,0.1615,0.15,,,,,0.0655,,,,,,,,,0.0805379077792167,0.075250394642353,,,,,0.0312533564865589,0.0039840936660766,0.001774787902832,,,,,-5.894899368286133e-05
human_enhancers_cohn,chromosome_chr1_chr2_holdout,A,small_cnn,full,none,standard,37,0.608,0.608,,,,,0.608,0.608,,,,,,,,,0.668983,0.668983,,,,,0.668983,0.668983,0.2433395887083973,0.2350413430486411,,,,,0.2339638852850424,0.2351275434676201,0.0158257380500436,0.0016267112344503,,,,,-0.0053563752099871,0.0959179904535413,0.081718963637948,,,,,0.0800922524034977,0.0747358771935105,0.16,0.159,,,,,0.073,,,,,,,,,0.0842989012598991,0.0815053135156631,,,,,0.0368563905358314,-0.0057161450386047,0.0254472494125366,,,,,0.002754271030426
human_enhancers_cohn,chromosome_chr1_chr2_holdout,A,small_cnn,full,none,standard,49,0.597,0.597,,,,,0.597,0.597,,,,,,,,,0.6679110000000001,0.6679110000000001,,,,,0.6679110000000001,0.6679110000000001,0.2443041349409082,0.2377879993614741,,,,,0.237796666999809,0.2375288554809211,0.0037044527903199,-0.013942160435021,,,,,-0.0021894307583571,0.1021660246774554,0.0845194114521145,,,,,0.0984615718871355,0.0962721411287784,0.164,0.157,,,,,0.034,,,,,,,,,0.0785455703735351,0.0708510503172874,,,,,0.0189506392925977,-0.0023946166038513,0.0247631072998046,,,,,0.0001457929611206
human_enhancers_cohn,chromosome_chr1_chr2_holdout,A,small_cnn,full,none,standard,61,0.5995,0.5995,,,,,0.5995,0.5995,,,,,,,,,0.6715875,0.6715875,,,,,0.6715875,0.6715875,0.2454408198463903,0.2448043607338695,,,,,0.244374481913104,0.2437260131058697,-0.0091336970999836,-0.0229414211809634,,,,,-0.0018489661216735,0.1176614073738455,0.1038536832928657,,,,,0.1267951044738292,0.1249461383521556,0.1575,0.1365,,,,,0.0525,,,,,,,,,0.0754843428730964,0.0706852674484252,,,,,0.0307709723711013,0.0158434510231018,0.0252531766891479,,,,,0.0018625855445861
human_enhancers_cohn,chromosome_chr1_chr2_holdout,A,small_cnn_rc_aug,full,none,standard,-1,0.622,0.622,,,,,0.622,0.622,,,,,,,,,0.686525,0.686525,,,,,0.686525,0.686525,0.2394472642933043,0.2335879354722059,,,,,0.2300904437721271,0.230041808949855,0.0110482534952461,-0.0029642915539443,,,,,-0.0001617125310004,0.088273062467575,0.0742605174183845,,,,,0.0772248089723289,0.0770630964413285,0.1225,0.108,,,,,0.0175,,,,,,,,,0.0587466582655906,0.0541157163679599,,,,,0.0111639592796564,-0.0007038712501525,0.0112571716308593,,,,,6.711483001708984e-05
human_enhancers_cohn,chromosome_chr1_chr2_holdout,A,small_cnn_rc_aug,full,none,standard,11,0.596,0.596,,,,,0.596,0.596,,,,,,,,,0.678883,0.678883,,,,,0.678883,0.678883,0.2530477260542897,0.247704767720432,,,,,0.2472695294193491,0.247060183213615,-0.0123764015212654,-0.0099620976746082,,,,,-0.0004689854830502,0.1304466551914811,0.1328609590381383,,,,,0.1428230567127466,0.1423540712296963,0.152,0.1235,,,,,0.037,,,,,,,,,0.0783656612038612,0.06785299628973,,,,,0.0192544013261795,0.020683467388153,0.0115430355072021,,,,,0.0002221465110778
human_enhancers_cohn,chromosome_chr1_chr2_holdout,A,small_cnn_rc_aug,full,none,standard,23,0.6305,0.6305,,,,,0.6305,0.6305,,,,,,,,,0.693447,0.693447,,,,,0.693447,0.693447,0.2435360029483464,0.2350647878792163,,,,,0.229733559727854,0.2292813136574874,0.0109965432435274,0.0096673335507512,,,,,0.0007135503143072,0.0959999896436929,0.0946707799509167,,,,,0.0850034464001655,0.0857169967144727,0.152,0.1445,,,,,0.055,,,,,,,,,0.0819122642278671,0.0732704624533653,,,,,0.0294208545237779,0.0079848170280456,0.0063479542732238,,,,,-0.0010909438133239
human_enhancers_cohn,chromosome_chr1_chr2_holdout,A,small_cnn_rc_aug,full,none,standard,37,0.6155,0.6155,,,,,0.6155,0.6155,,,,,,,,,0.684855,0.684855,,,,,0.684855,0.684855,0.2547044252438474,0.2404955031230572,,,,,0.2330349455192788,0.2330519999480636,0.0488227803930639,0.0061095122024417,,,,,0.0001253209859131,0.138040406294167,0.0953271381035447,,,,,0.089217625901103,0.0893429468870162,0.164,0.152,,,,,0.059,,,,,,,,,0.0908048003911972,0.0770386531949043,,,,,0.0281722992658615,-0.0407008528709411,0.0134568214416503,,,,,0.001114010810852
human_enhancers_cohn,chromosome_chr1_chr2_holdout,A,small_cnn_rc_aug,full,none,standard,49,0.6205,0.6205,,,,,0.6205,0.6205,,,,,,,,,0.678454,0.678454,,,,,0.678454,0.678454,0.2393278175541197,0.2351637553773973,,,,,0.2283459700801844,0.2296026031940198,0.0262173404842615,0.0195597396567463,,,,,0.0013200500011444,0.0831657367572188,0.0765081359297037,,,,,0.0569483962729573,0.0582684462741017,0.155,0.139,,,,,0.0455,,,,,,,,,0.0860766097903251,0.0758863240480423,,,,,0.0216440055519342,-0.0114098191261291,0.0127826929092407,,,,,0.0008384585380554
human_enhancers_cohn,chromosome_chr1_chr2_holdout,A,small_cnn_rc_aug,full,none,standard,61,0.6195,0.6195,,,,,0.6195,0.6195,,,,,,,,,0.686755,0.686755,,,,,0.686755,0.686755,0.2375814383019725,0.2362925657948848,,,,,0.2298465938165333,0.2288958315081099,0.0007279463782905,0.0029451094046234,,,,,-0.0003262913897633,0.0758945086747407,0.0781116717010736,,,,,0.0751665622964501,0.0748402709066868,0.1505,0.123,,,,,0.0715,,,,,,,,,0.0727410018444061,0.0662270560860633,,,,,0.0324176475405693,0.0199230313301086,0.0121552348136901,,,,,-0.0007480382919311
human_enhancers_cohn,matched_test,none,caduceus_ph,frozen,none,matched_negative_retraining,2026,0.6185053380782918,0.6206405693950178,0.6233096085409253,0.5900355871886122,0.6809608540925267,0.6190391459074733,0.6813167259786477,0.6786476868327402,0.7576473405725805,0.7632215969262203,0.7648318532030605,0.699515601872106,0.7948112412326823,0.7568613191583591,0.7950572405590982,0.795195595091741,0.6373491590572169,0.647538283325312,0.6500867045355163,0.5825715164870069,0.7103108110790797,0.6394145619623555,0.7106389040460865,0.7106842415043237,0.2403358957936167,0.22218817897033,0.2222609555585208,0.2393796362991491,0.2045658205547698,0.2400391456018748,0.2044666943083512,0.2046043382527856,0.0988188484656604,0.0173955743384621,0.0212104537897192,0.0421310454652344,-0.0001810358227781,0.0991759950471808,0.0002003270941606,0.1277293911037999,0.0463061169766016,0.0501209964278587,0.0710415881033739,0.0287295068153613,0.1280865376853203,0.0289105426381394,0.0291108697323001,0.1862989323843416,0.150711743772242,0.1519572953736654,0.144661921708185,0.0039145907473309,0.1854092526690391,0.0791814946619217,0.0445894554201259,0.0807292427608882,0.0889743566176421,0.0990282157633648,0.284630784330822,0.0486402198383854,0.2855614005986611,0.2781993559186668,0.1273929523545037,0.0552912125850265,0.0555538123291553,0.0683759235205581,0.0018566589586953,0.1280869945206719,0.0348174500784971,-0.1055294147503408,-0.0241137252562929,-0.0304593334068106,0.0711214493413247,1.917009793128699e-05,-0.1064924391446227,-0.0005842214538153
human_enhancers_cohn,matched_test,none,caduceus_ph,frozen,none,standard,42,0.6167259786476869,0.6138790035587188,0.6137010676156583,0.5375444839857652,0.6362989323843417,0.6208185053380783,0.6359430604982207,0.6309608540925267,0.7600664122616091,0.7633720204092183,0.7645415819508591,0.6958066075647927,0.7874881973717998,0.7596068182274052,0.7876876378523712,0.7882175109914469,0.6415694325735419,0.6472162264104376,0.6489355623266646,0.5750351700637568,0.6930509212088629,0.6422034863164039,0.6933720391822946,0.6938034157080075,0.2355320811013624,0.2263398089392056,0.2259986316407237,0.2641767851276523,0.2160948302347496,0.2353212909816782,0.2161438481596369,0.2160029034510962,0.0371870373459158,-0.0143796489348808,-0.0100184511142215,0.0740179395095953,-0.0011013994184202,0.0338142126688686,-0.0020288710290557,0.1106534086219183,0.0590867223411216,0.0634479201617809,0.1474843107855978,0.0723649718575822,0.1072805839448711,0.0734663712760024,0.0714375002469467,0.2156583629893238,0.1081850533807829,0.1104982206405694,0.1969750889679715,0.0096085409252669,0.2190391459074733,0.0615658362989323,0.1293879944025177,0.1728620604956712,0.1681427735517501,0.0984972231698097,0.2540451259414019,0.1380328804435376,0.2543816994326681,0.2422147460406109,0.1222687669425983,0.050700765935042,0.0509413815104066,0.0942902671021,0.0026543808686972,0.1244834919484554,0.0294610554203541,-0.1024097724562637,-0.020609886437731,-0.0269820109103732,0.0893647497499411,-0.0005570428132086,-0.104627185396504,-0.0007448135826417
